"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","magnitude","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","date","readme_check"
"9-1","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",838,"BAXTER","05005","BAXTER","05005","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"9-2","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",742,"BAXTER","05005","BAXTER","05005","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"9-3","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",91,"BAXTER","05005","BAXTER","05005","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"9-4","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",206,"BAXTER","05005","BAXTER","05005","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"900","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",59,"JEFFERSON","05069","JEFFERSON","05069","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"AAMOD","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",533,"MISSISSIPPI","05093","MISSISSIPPI","05093","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"AIRBASE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",35,"JACKSON","05067","JACKSON","05067","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ALCORN","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",58,"JACKSON","05067","JACKSON","05067","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ALGOA","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",12,"JACKSON","05067","JACKSON","05067","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ALMYRA","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",106,"ARKANSAS","05001","ARKANSAS","05001","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"AMAGON","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",30,"JACKSON","05067","JACKSON","05067","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ANC BURDETTE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",76,"MISSISSIPPI","05093","MISSISSIPPI","05093","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ANGORA MOUNTAIN","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",38,"STONE","05137","STONE","05137","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ANNIEVILLE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",147,"LAWRENCE","05075","LAWRENCE","05075","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ANTHONYVILLE CITY HALL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",30,"CRITTENDEN","05035","CRITTENDEN","05035","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ARBANNA","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",288,"STONE","05137","STONE","05137","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ARKANSAS","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",40,"ARKANSAS","05001","ARKANSAS","05001","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ARMOREL PLANTING COMPANY","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",489,"MISSISSIPPI","05093","MISSISSIPPI","05093","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",75,"LAWRENCE","05075","LAWRENCE","05075","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",465,"INDEPENDENCE","05063","INDEPENDENCE","05063","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"AUBURN","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",24,"LINCOLN","05079","LINCOLN","05079","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"AUGUSTA CITY PRECINCT 1","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",242,"WOODRUFF","05147","WOODRUFF","05147","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"AUGUSTA CITY PRECINCT 2","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",248,"WOODRUFF","05147","WOODRUFF","05147","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"AUGUSTA CITY PRECINCT 3","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",129,"WOODRUFF","05147","WOODRUFF","05147","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"AUVERGNE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",40,"JACKSON","05067","JACKSON","05067","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAGWELL LAKE-1","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",9,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAGWELL LAKE-2","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",74,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAGWELL LAKE-3","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",15,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAGWELL LAKE-4","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",27,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAGWELL LAKE-5","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",335,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAGWELL LAKE-6 GCT,REP56","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",16,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAGWELL LAKE-7","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",30,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAGWELL LAKE-8","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",57,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAGWELL LAKE-9","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",307,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAKER","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",22,"RANDOLPH","05121","RANDOLPH","05121","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAR/TARRY","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",33,"LINCOLN","05079","LINCOLN","05079","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAR/YORKTOWN","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",105,"LINCOLN","05079","LINCOLN","05079","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BARREN","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",673,"INDEPENDENCE","05063","INDEPENDENCE","05063","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BARTON","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",74,"ARKANSAS","05001","ARKANSAS","05001","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BASSETT CITY HALL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",142,"MISSISSIPPI","05093","MISSISSIPPI","05093","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAY VILLAGE, BIRDEYE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",164,"CROSS","05037","CROSS","05037","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BAYOU METO","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",74,"ARKANSAS","05001","ARKANSAS","05001","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BBWARDS 1,2,3","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",341,"INDEPENDENCE","05063","INDEPENDENCE","05063","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BBWL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",295,"INDEPENDENCE","05063","INDEPENDENCE","05063","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BEAR CREEK #4","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",394,"SEARCY","05129","SEARCY","05129","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BEAR CREEK #5","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",381,"SEARCY","05129","SEARCY","05129","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BEAR CREEK #6","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",378,"SEARCY","05129","SEARCY","05129","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BEDFORD","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",203,"CROSS","05037","CROSS","05037","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BEEDEVILLE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",88,"JACKSON","05067","JACKSON","05067","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BELCHER/TYLER","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",122,"PRAIRIE","05117","PRAIRIE","05117","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BEN","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",119,"STONE","05137","STONE","05137","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BENNETT AND LEMMONS","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",148,"CLAY","05021","CLAY","05021","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BENTON/UNION","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",1061,"FULTON","05049","FULTON","05049","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BETHANY","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",260,"STONE","05137","STONE","05137","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BIG CREEK","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",147,"SHARP","05135","SHARP","05135","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BIG SPRING","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",107,"IZARD","05065","IZARD","05065","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BIRDSONG FIRE STATION","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",81,"MISSISSIPPI","05093","MISSISSIPPI","05093","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BLACK RIVER","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",203,"LAWRENCE","05075","LAWRENCE","05075","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BLACK RIVER/MARSHALL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",142,"INDEPENDENCE","05063","INDEPENDENCE","05063","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BLACK ROCK","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",399,"LAWRENCE","05075","LAWRENCE","05075","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BLACKVILLE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",4,"JACKSON","05067","JACKSON","05067","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOAS 1","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",293,"LAWRENCE","05075","LAWRENCE","05075","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOAS 2","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",225,"LAWRENCE","05075","LAWRENCE","05075","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOAS 3","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",231,"LAWRENCE","05075","LAWRENCE","05075","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOLIVAR, SCOTT & GREENFIELD","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",1847,"POINSETT","05111","POINSETT","05111","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BONAIR","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",338,"ST FRANCIS","05123","ST FRANCIS","05123","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BONDS MARINE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",151,"CRITTENDEN","05035","CRITTENDEN","05035","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOSWELL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",101,"IZARD","05065","IZARD","05065","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOWIE 1","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",119,"CHICOT","05017","CHICOT","05017","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOWIE 1","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",485,"DESHA","05041","DESHA","05041","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOWIE 2","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",189,"CHICOT","05017","CHICOT","05017","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOWIE 2","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",457,"DESHA","05041","DESHA","05041","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOWIE 3","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",149,"CHICOT","05017","CHICOT","05017","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOWIE 3","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",250,"DESHA","05041","DESHA","05041","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOWIE RURAL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",35,"DESHA","05041","DESHA","05041","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BOWIE RURAL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",90,"CHICOT","05017","CHICOT","05017","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BRADSHAW & HAYWOOD","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",213,"CLAY","05021","CLAY","05021","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BREWER","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",23,"ARKANSAS","05001","ARKANSAS","05001","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BRISTOW","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",50,"RANDOLPH","05121","RANDOLPH","05121","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BRK W1/W2/BRK/DIXON","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",715,"MONROE","05095","MONROE","05095","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BRK W3","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",275,"MONROE","05095","MONROE","05095","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BROCKWELL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",167,"IZARD","05065","IZARD","05065","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BROWN & CARPENTER","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",106,"CLAY","05021","CLAY","05021","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BRUSHY LAKE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",102,"CROSS","05037","CROSS","05037","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BULA-1","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",285,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BULA-2","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",121,"GREENE","05055","GREENE","05055","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BULLARD","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",58,"PRAIRIE","05117","PRAIRIE","05117","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"BUTLER","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",27,"RANDOLPH","05121","RANDOLPH","05121","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CACHE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",48,"LAWRENCE","05075","LAWRENCE","05075","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CACHE & WILSON","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",76,"CLAY","05021","CLAY","05021","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CACHE/DUNCAN/ROE/ROC-ROE","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",254,"MONROE","05095","MONROE","05095","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CALDWELL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",234,"ST FRANCIS","05123","ST FRANCIS","05123","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CALF CREEK","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",124,"SEARCY","05129","SEARCY","05129","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CALHOUN","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",102,"PRAIRIE","05117","PRAIRIE","05117","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CALICO ROCK - WARD 1","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",47,"IZARD","05065","IZARD","05065","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CALICO ROCK - WARD 2","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",131,"IZARD","05065","IZARD","05065","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CALICO ROCK - WARD 3","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",101,"IZARD","05065","IZARD","05065","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CALICO ROCK - WARD 4","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",99,"IZARD","05065","IZARD","05065","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CALICO ROCK RURAL","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",194,"IZARD","05065","IZARD","05065","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CALIFORNIA-006","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",175,"CLEBURNE","05023","CLEBURNE","05023","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CALVARY BAPTIST CHURCH","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",355,"CRITTENDEN","05035","CRITTENDEN","05035","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CAMPBELL 1","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",512,"LAWRENCE","05075","LAWRENCE","05075","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"CAMPBELL 2","US HOUSE","REPUBLICAN","REPUBLICAN","TOTAL",496,"LAWRENCE","05075","LAWRENCE","05075","RICK CRAWFORD","001",1,"HOUSE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
